,1a. open (SAR),1b. open (USD),2a. high (SAR),2b. high (USD),3a. low (SAR),3b. low (USD),4a. close (SAR),4b. close (USD),5. volume,6. market cap (USD)
2020-08-08,43483.48774400,11594.36000000,44285.73580800,11808.27000000,43174.60480000,11512.00000000,44109.99206400,11761.41000000,41858.16104000,41858.16104000
2020-08-07,44113.96748800,11762.47000000,44667.03897600,11909.94000000,42462.02880000,11322.00000000,43483.00019200,11594.23000000,65755.92602200,65755.92602200
2020-08-06,44048.11046400,11744.91000000,44629.76000000,11900.00000000,43364.00000000,11562.50000000,44113.92998400,11762.46000000,63529.08502000,63529.08502000
2020-08-05,41974.43929600,11191.99000000,44183.19987200,11780.93000000,41603.18720000,11093.00000000,44048.11046400,11744.91000000,74970.25685200,74970.25685200
2020-08-04,42078.28787200,11219.68000000,42810.74099200,11414.98000000,41254.40000000,11000.00000000,41974.36428800,11191.97000000,58629.11370900,58629.11370900
2020-08-03,41522.02854400,11071.36000000,43028.33920000,11473.00000000,41014.37440000,10936.00000000,42078.77542400,11219.81000000,56931.84147500,56931.84147500
2020-08-02,44259.10796800,11801.17000000,45467.82438400,12123.46000000,39448.58240000,10518.50000000,41521.99104000,11071.35000000,97553.07760400,97553.07760400
2020-08-01,42512.50918400,11335.46000000,44483.49440000,11861.00000000,42079.48800000,11220.00000000,44259.10796800,11801.17000000,85087.48512600,85087.48512600
2020-07-31,41628.65241600,11099.79000000,42919.57760000,11444.00000000,41104.38400000,10960.00000000,42512.50918400,11335.46000000,70063.66097400,70063.66097400
2020-07-30,41631.39020800,11100.52000000,41891.96800000,11170.00000000,40620.58240000,10831.00000000,41627.97734400,11099.61000000,60794.82645600,60794.82645600
2020-07-29,40902.87500800,10906.27000000,42540.11212800,11342.82000000,40549.32480000,10812.00000000,41631.42771200,11100.53000000,76838.09423300,76838.09423300
2020-07-28,41366.76198400,11029.96000000,42162.85939200,11242.23000000,39622.97600000,10565.00000000,40902.87500800,10906.27000000,97267.73418700,97267.73418700
2020-07-27,37247.24761600,9931.54000000,42735.28294400,11394.86000000,37193.50438400,9917.21000000,41366.76198400,11029.96000000,150188.93314400,150188.93314400
2020-07-26,36380.45516800,9700.42000000,37920.29440000,10111.00000000,36191.36000000,9650.00000000,37247.24761600,9931.54000000,65279.26931900,65279.26931900
2020-07-25,35771.69024000,9538.10000000,36502.26816000,9732.90000000,35677.55520000,9513.00000000,36380.45516800,9700.42000000,40679.54541600,40679.54541600
2020-07-24,36016.10380800,9603.27000000,36142.60480000,9637.00000000,35491.68537600,9463.44000000,35770.56512000,9537.80000000,43931.13620500,43931.13620500
2020-07-23,35696.90726400,9518.16000000,36243.86560000,9664.00000000,35405.01363200,9440.33000000,36016.10380800,9603.27000000,51856.23350000,51856.23350000
2020-07-22,35216.25600000,9390.00000000,35793.81760000,9544.00000000,34732.45440000,9261.00000000,35696.90726400,9518.16000000,48815.00410700,48815.00410700
2020-07-21,34356.58931200,9160.78000000,35395.26259200,9437.73000000,34326.66112000,9152.80000000,35216.25600000,9390.00000000,60413.58248600,60413.58248600
2020-07-20,34537.39609600,9208.99000000,34584.38860800,9221.52000000,34244.90240000,9131.00000000,34356.58931200,9160.78000000,35458.76408200,35458.76408200
2020-07-19,34392.29312000,9170.30000000,34624.70540800,9232.27000000,34133.70304000,9101.35000000,34537.39609600,9208.99000000,26052.01941700,26052.01941700
2020-07-18,34332.32422400,9154.31000000,34576.06272000,9219.30000000,34207.77344000,9121.10000000,34392.21811200,9170.28000000,22554.54145700,22554.54145700
2020-07-17,34255.10348800,9133.72000000,34454.28723200,9186.83000000,34090.42342400,9089.81000000,34332.36172800,9154.32000000,28054.35874100,28054.35874100
2020-07-16,34494.67904000,9197.60000000,34601.75296000,9226.15000000,33930.80640000,9047.25000000,34255.10348800,9133.72000000,43375.57119100,43375.57119100
2020-07-15,34713.13984000,9255.85000000,34790.54809600,9276.49000000,34355.80172800,9160.57000000,34494.67904000,9197.60000000,39053.57966500,39053.57966500
2020-07-14,34663.48454400,9242.61000000,34801.98681600,9279.54000000,34177.39520000,9113.00000000,34713.13984000,9255.85000000,45772.55250900,45772.55250900
2020-07-13,34891.13382400,9303.31000000,35043.06252800,9343.82000000,34507.01785600,9200.89000000,34663.52204800,9242.62000000,42740.06911500,42740.06911500
2020-07-12,34631.26860800,9234.02000000,35047.48800000,9345.00000000,34344.28800000,9157.50000000,34889.03360000,9302.75000000,30872.70228600,30872.70228600
2020-07-11,34834.99033600,9288.34000000,34876.01971200,9299.28000000,34422.10880000,9178.25000000,34631.30611200,9234.03000000,22561.36600000,22561.36600000
2020-07-10,34625.26796800,9232.42000000,34944.27699200,9317.48000000,34222.40000000,9125.00000000,34834.99033600,9288.34000000,38295.49400600,38295.49400600
2020-07-09,35388.99942400,9436.06000000,35406.73881600,9440.79000000,34353.66400000,9160.00000000,34625.30547200,9232.43000000,48044.45064500,48044.45064500
2020-07-08,34718.95296000,9257.40000000,35516.28800000,9470.00000000,34619.94240000,9231.00000000,35388.99942400,9436.06000000,56140.51778100,56140.51778100
2020-07-07,35037.99948800,9342.47000000,35176.57676800,9379.42000000,34514.93120000,9203.00000000,34718.91545600,9257.39000000,34587.33667800,34587.33667800
2020-07-06,34013.91526400,9069.41000000,35160.00000000,9375.00000000,33963.32236800,9055.92000000,35044.48768000,9344.20000000,54463.13227700,54463.13227700
2020-07-05,34259.90400000,9135.00000000,34298.30809600,9145.24000000,33352.41971200,8893.03000000,34013.91526400,9069.41000000,34073.65362700,34073.65362700
2020-07-04,33970.33561600,9057.79000000,34466.17600000,9190.00000000,33903.76601600,9040.04000000,34261.62918400,9135.46000000,26441.96848400,26441.96848400
2020-07-03,34078.15961600,9086.54000000,34222.40000000,9125.00000000,33894.12748800,9037.47000000,33972.09830400,9058.26000000,28943.42017700,28943.42017700
2020-07-02,34623.65529600,9231.99000000,34736.05478400,9261.96000000,33528.57600000,8940.00000000,34078.15961600,9086.54000000,45725.16807600,45725.16807600
2020-07-01,34271.45523200,9138.08000000,34848.71680000,9292.00000000,34054.00704000,9080.10000000,34623.69280000,9232.00000000,38488.52869900,38488.52869900
2020-06-30,34477.16467200,9192.93000000,34522.43200000,9205.00000000,33996.96345600,9064.89000000,34273.21792000,9138.55000000,31463.16280100,31463.16280100
2020-06-29,34189.24646400,9116.16000000,34646.19520000,9238.00000000,33846.12236800,9024.67000000,34475.77702400,9192.56000000,42120.29326100,42120.29326100
2020-06-28,33798.60480000,9012.00000000,34469.92640000,9191.00000000,33558.80422400,8948.06000000,34189.95904000,9116.35000000,30688.17642100,30688.17642100
2020-06-27,34361.95238400,9162.21000000,34489.57849600,9196.24000000,33127.28320000,8833.00000000,33798.60480000,9012.00000000,46290.93011300,46290.93011300
2020-06-26,34689.28729600,9249.49000000,34871.21920000,9298.00000000,33924.05568000,9045.45000000,34361.95238400,9162.21000000,50292.29827700,50292.29827700
2020-06-25,34872.45683200,9298.33000000,35028.73600000,9340.00000000,33789.94137600,9009.69000000,34689.28729600,9249.49000000,55831.61915600,55831.61915600
2020-06-24,36095.08723200,9624.33000000,36266.36800000,9670.00000000,34533.68320000,9208.00000000,34865.55609600,9296.49000000,61571.56146400,61571.56146400
2020-06-23,36325.21177600,9685.69000000,36453.88800000,9720.00000000,35917.69331200,9577.03000000,36097.18745600,9624.89000000,41031.02938000,41031.02938000
2020-06-22,34858.80537600,9294.69000000,36678.91200000,9780.00000000,34792.79833600,9277.09000000,36325.21177600,9685.69000000,57895.46834300,57895.46834300
2020-06-21,35099.80608000,9358.95000000,35336.26880000,9422.00000000,34809.48761600,9281.54000000,34858.80537600,9294.69000000,24316.92623400,24316.92623400
2020-06-20,34917.08659200,9310.23000000,35235.00800000,9395.00000000,34394.73088000,9170.95000000,35099.80608000,9358.95000000,30329.06538400,30329.06538400
2020-06-19,35202.45452800,9386.32000000,35397.40032000,9438.30000000,34562.89881600,9215.79000000,34917.08659200,9310.23000000,45330.98367300,45330.98367300
2020-06-18,35498.02355200,9465.13000000,35587.54560000,9489.00000000,34803.71200000,9280.00000000,35202.45452800,9386.32000000,37381.95376500,37381.95376500
2020-06-17,35729.94828800,9526.97000000,35872.57600000,9565.00000000,34640.98214400,9236.61000000,35498.06105600,9465.14000000,48046.41115200,48046.41115200
2020-06-16,35351.45792000,9426.05000000,35962.58560000,9589.00000000,35152.83673600,9373.09000000,35724.77273600,9525.59000000,52052.44692700,52052.44692700
2020-06-15,35036.61184000,9342.10000000,35610.04800000,9495.00000000,33417.75168000,8910.45000000,35351.34540800,9426.02000000,86107.92470700,86107.92470700
2020-06-14,35528.81433600,9473.34000000,35557.50489600,9480.99000000,34672.44800000,9245.00000000,35036.61184000,9342.10000000,30055.50660800,30055.50660800
2020-06-13,35497.38598400,9464.96000000,35609.03539200,9494.73000000,35069.99040000,9351.00000000,35528.81433600,9473.34000000,27759.78485100,27759.78485100
2020-06-12,34799.51155200,9278.88000000,35843.02284800,9557.12000000,34625.60550400,9232.51000000,35498.02355200,9465.13000000,50119.06693200,50119.06693200
2020-06-11,37073.52908800,9885.22000000,37368.98560000,9964.00000000,34177.39520000,9113.00000000,34805.21216000,9280.40000000,94418.98473000,94418.98473000
2020-06-10,36650.55897600,9772.44000000,37476.69708800,9992.72000000,36394.55667200,9704.18000000,37072.70400000,9885.00000000,47130.76298200,47130.76298200
2020-06-09,36686.41280000,9782.00000000,37042.70080000,9877.00000000,35891.32800000,9570.00000000,36650.52147200,9772.43000000,46024.00128900,46024.00128900
2020-06-08,36555.11129600,9746.99000000,36753.92000000,9800.00000000,36127.60320000,9633.00000000,36686.45030400,9782.01000000,40664.66412500,40664.66412500
2020-06-07,36254.55424000,9666.85000000,36761.42080000,9802.00000000,35150.47398400,9372.46000000,36555.11129600,9746.99000000,57952.84838500,57952.84838500
2020-06-06,36083.23596800,9621.17000000,36510.14400000,9735.00000000,35745.24992000,9531.05000000,36252.49152000,9666.30000000,32752.95089300,32752.95089300
2020-06-05,36709.44025600,9788.14000000,36959.25440000,9854.75000000,35932.58240000,9581.00000000,36083.19846400,9621.16000000,47788.05005000,47788.05005000
2020-06-04,36252.56652800,9666.32000000,37060.06515200,9881.63000000,35441.28000000,9450.00000000,36712.89062400,9789.06000000,57456.10096900,57456.10096900
2020-06-03,35696.38220800,9518.02000000,36341.37600000,9690.00000000,35123.28358400,9365.21000000,36252.26649600,9666.24000000,46252.64493900,46252.64493900
2020-06-02,38264.24358400,10202.71000000,38362.80409600,10228.99000000,34751.20640000,9266.00000000,35696.45721600,9518.04000000,108970.77315100,108970.77315100
2020-06-01,35434.79180800,9448.27000000,38929.15200000,10380.00000000,35335.03116800,9421.67000000,38256.96780800,10200.77000000,76649.12696000,76649.12696000
2020-05-31,36370.32908800,9697.72000000,36378.88000000,9700.00000000,35184.04006400,9381.41000000,35434.79180800,9448.27000000,48333.78640300,48333.78640300
2020-05-30,35353.52064000,9426.60000000,36528.89600000,9740.00000000,34995.84499200,9331.23000000,36370.32908800,9697.72000000,55665.27254000,55665.27254000
2020-05-29,35913.34284800,9575.87000000,36023.56710400,9605.26000000,34991.23200000,9330.00000000,35355.28332800,9427.07000000,57374.36296100,57374.36296100
2020-05-28,34518.94412800,9204.07000000,36099.36268800,9625.47000000,34166.14400000,9110.00000000,35913.41785600,9575.89000000,74110.78766200,74110.78766200
2020-05-27,33157.28640000,8841.00000000,34597.44000000,9225.00000000,33047.51219200,8811.73000000,34518.94412800,9204.07000000,68910.35551400,68910.35551400
2020-05-26,33379.87264000,8900.35000000,33819.86956800,9017.67000000,32628.48000000,8700.00000000,33157.96147200,8841.18000000,58299.77013800,58299.77013800
2020-05-25,32696.51225600,8718.14000000,33677.31686400,8979.66000000,32413.65708800,8642.72000000,33379.87264000,8900.35000000,62833.91094900,62833.91094900
2020-05-24,34424.95910400,9179.01000000,34871.21920000,9298.00000000,32628.48000000,8700.00000000,32704.76313600,8720.34000000,70379.86645000,70379.86645000
2020-05-23,34391.16800000,9170.00000000,34908.16064000,9307.85000000,34016.12800000,9070.00000000,34425.48416000,9179.15000000,43526.29696600,43526.29696600
2020-05-22,34006.78950400,9067.51000000,34769.95840000,9271.00000000,33504.27340800,8933.52000000,34391.16800000,9170.00000000,58943.13102400,58943.13102400
2020-05-21,35671.66707200,9511.43000000,35923.09388800,9578.47000000,33059.77600000,8815.00000000,34011.06496000,9068.65000000,108928.78096900,108928.78096900
2020-05-20,36660.64755200,9775.13000000,36911.43680000,9842.00000000,34976.23040000,9326.00000000,35671.66707200,9511.43000000,74923.73809000,74923.73809000
2020-05-19,36506.13107200,9733.93000000,37118.49638400,9897.21000000,35531.28960000,9474.00000000,36662.14771200,9775.53000000,78539.76045400,78539.76045400
2020-05-18,36308.03494400,9681.11000000,37316.48000000,9950.00000000,35494.64819200,9464.23000000,36506.13107200,9733.93000000,82006.60358300,82006.60358300
2020-05-17,35181.78982400,9380.81000000,37083.95520000,9888.00000000,34961.60384000,9322.10000000,36304.02201600,9680.04000000,68647.76432300,68647.76432300
2020-05-16,34938.57638400,9315.96000000,35958.83520000,9588.00000000,34578.68800000,9220.00000000,35183.51500800,9381.27000000,59587.62786200,59587.62786200
2020-05-15,36723.80428800,9791.97000000,36925.01324800,9845.62000000,34316.16000000,9150.00000000,34940.30156800,9316.42000000,115890.76151600,115890.76151600
2020-05-14,34913.78624000,9309.35000000,37275.22560000,9939.00000000,34716.55270400,9256.76000000,36723.84179200,9791.98000000,129565.37747000,129565.37747000
2020-05-13,33044.73689600,8810.99000000,35246.25920000,9398.00000000,32977.22969600,8792.99000000,34913.86124800,9309.37000000,92466.27401800,92466.27401800
2020-05-12,32111.07481600,8562.04000000,33672.06630400,8978.26000000,31986.33651200,8528.78000000,33043.98681600,8810.79000000,86522.78006600,86522.78006600
2020-05-11,32713.87660800,8722.77000000,34383.66720000,9168.00000000,30753.28000000,8200.00000000,32109.12460800,8561.52000000,168807.25183200,168807.25183200
2020-05-10,35775.44064000,9539.10000000,35909.44243200,9574.83000000,30441.99680000,8117.00000000,32713.87660800,8722.77000000,183865.18202800,183865.18202800
2020-05-09,36753.99500800,9800.02000000,37182.40320000,9914.25000000,35703.80800000,9520.00000000,35776.56576000,9539.40000000,81950.67956700,81950.67956700
2020-05-08,37452.61952000,9986.30000000,37638.86438400,10035.96000000,36397.63200000,9705.00000000,36753.95750400,9800.01000000,100683.79640000,100683.79640000
2020-05-07,34291.40736000,9143.40000000,37755.27680000,10067.00000000,33832.35840000,9021.00000000,37452.99456000,9986.40000000,147154.61137800,147154.61137800
2020-05-06,33833.70854400,9021.36000000,35235.00800000,9395.00000000,33401.84998400,8906.21000000,34289.60716800,9142.92000000,105925.30242000,105925.30242000
2020-05-05,33273.24876800,8871.92000000,34198.32243200,9118.58000000,32853.50400000,8760.00000000,33835.47123200,9021.83000000,76480.76534200,76480.76534200
2020-05-04,33356.62016000,8894.15000000,33566.08000000,8950.00000000,31960.90880000,8522.00000000,33273.39878400,8871.96000000,84418.51233100,84418.51233100
2020-05-03,33650.76403200,8972.58000000,34503.68000000,9200.00000000,32673.48480000,8712.00000000,33356.65766400,8894.16000000,90126.06564300,90126.06564300
2020-05-02,33099.79276800,8825.67000000,33791.10400000,9010.00000000,32827.25120000,8753.00000000,33648.77632000,8972.05000000,59002.08755000,59002.08755000
2020-05-01,32328.44800000,8620.00000000,33975.54867200,9059.18000000,32304.29542400,8613.56000000,33104.63078400,8826.96000000,91468.81505900,91468.81505900
2020-04-30,32923.18643200,8778.58000000,35478.78400000,9460.00000000,31507.11040000,8401.00000000,32328.44800000,8620.00000000,206277.21412400,206277.21412400
2020-04-29,29022.77043200,7738.58000000,33576.91865600,8952.89000000,28915.77152000,7710.05000000,32923.14892800,8778.57000000,183546.88751400,183546.88751400
2020-04-28,29153.77190400,7773.51000000,29178.11200000,7780.00000000,28724.76364800,7659.12000000,29024.27059200,7738.98000000,46302.75263800,46302.75263800
2020-04-27,28852.20224000,7693.10000000,29223.19180800,7792.02000000,28525.54240000,7606.00000000,29157.93484800,7774.62000000,65441.33957600,65441.33957600
2020-04-26,28274.37811200,7539.03000000,28878.08000000,7700.00000000,28052.99200000,7480.00000000,28852.20224000,7693.10000000,50522.61620900,50522.61620900
2020-04-25,28146.75200000,7505.00000000,28896.83200000,7705.00000000,27869.48492800,7431.07000000,28273.02796800,7538.67000000,43874.42772600,43874.42772600
2020-04-24,28067.84358400,7483.96000000,28562.89638400,7615.96000000,27707.95520000,7388.00000000,28146.75200000,7505.00000000,60182.11993900,60182.11993900
2020-04-23,26722.05004800,7125.12000000,29020.59520000,7738.00000000,26327.80800000,7020.00000000,28061.95545600,7482.39000000,102773.56956100,102773.56956100
2020-04-22,25657.83654400,6841.36000000,26839.28755200,7156.38000000,25570.22720000,6818.00000000,26722.12505600,7125.14000000,61486.37733400,61486.37733400
2020-04-21,25611.40659200,6828.98000000,26027.77600000,6940.00000000,25360.20480000,6762.00000000,25657.87404800,6841.37000000,60109.71080800,60109.71080800
2020-04-20,26708.09856000,7121.40000000,27077.88800000,7220.00000000,25318.95040000,6751.00000000,25603.34323200,6826.83000000,90149.49137000,90149.49137000
2020-04-19,27185.14944000,7248.60000000,27250.96896000,7266.15000000,26461.32224000,7055.60000000,26705.62329600,7120.74000000,45664.86393000,45664.86393000
2020-04-18,26353.23571200,7026.78000000,27351.96723200,7293.08000000,26306.80576000,7014.40000000,27185.14944000,7248.60000000,49488.54281900,49488.54281900
2020-04-17,26635.30329600,7101.99000000,26808.30924800,7148.12000000,26151.46419200,6972.98000000,26356.12352000,7027.55000000,54126.50976300,54126.50976300
2020-04-16,24832.33600000,6621.25000000,26965.37600000,7190.00000000,24258.59980800,6468.27000000,26635.11577600,7101.94000000,125009.85753900,125009.85753900
2020-04-15,25759.88492800,6868.57000000,26001.52320000,6933.00000000,24771.39200000,6605.00000000,24832.29849600,6621.24000000,61571.38499400,61571.38499400
2020-04-14,25645.38521600,6838.04000000,26170.29120000,6978.00000000,25331.25171200,6754.28000000,25760.37248000,6868.70000000,69068.62328500,69068.62328500
2020-04-13,25891.97401600,6903.79000000,25891.97401600,6903.79000000,24658.88000000,6575.00000000,25644.89766400,6837.91000000,96415.47657300,96415.47657300
2020-04-12,25790.90073600,6876.84000000,26916.62080000,7177.00000000,25427.71200000,6780.00000000,25891.97401600,6903.79000000,73868.66650100,73868.66650100
2020-04-11,25723.69356800,6858.92000000,26043.90272000,6944.30000000,25352.70400000,6760.00000000,25790.86323200,6876.83000000,45470.29320600,45470.29320600
2020-04-10,27316.18841600,7283.54000000,27361.98080000,7295.75000000,25277.62099200,6739.98000000,25723.69356800,6858.92000000,104674.62337500,104674.62337500
2020-04-09,27603.91910400,7360.26000000,27647.64876800,7371.92000000,26658.14323200,7108.08000000,27316.18841600,7283.54000000,61094.87241700,61094.87241700
2020-04-08,26992.82892800,7197.32000000,27827.96800000,7420.00000000,26815.36000000,7150.00000000,27607.74451200,7361.28000000,76059.14583800,76059.14583800
2020-04-07,27490.05696000,7329.90000000,27976.82137600,7459.69000000,26541.58080000,7077.00000000,26992.82892800,7197.32000000,103585.16891800,103585.16891800
2020-04-06,25400.63411200,6772.78000000,27584.71705600,7355.14000000,25371.45600000,6765.00000000,27490.05696000,7329.90000000,118052.00083200,118052.00083200
2020-04-05,25718.03046400,6857.41000000,25861.03321600,6895.54000000,25043.37100800,6677.52000000,25400.63411200,6772.78000000,49685.35698300,49685.35698300
2020-04-04,25251.33068800,6732.97000000,26216.83366400,6990.41000000,24940.19750400,6650.01000000,25716.45529600,6856.99000000,72990.86113900,72990.86113900
2020-04-03,25479.69254400,6793.86000000,26432.81920000,7048.00000000,24760.51584000,6602.10000000,25255.56864000,6734.10000000,104080.27693900,104080.27693900
2020-04-02,24915.25734400,6643.36000000,26995.37920000,7198.00000000,24568.87040000,6551.00000000,25480.55513600,6794.09000000,149299.90687100,149299.90687100
2020-04-01,24048.08985600,6412.14000000,25052.44697600,6679.94000000,23065.37254400,6150.11000000,24913.60716800,6642.92000000,97500.75240000,97500.75240000
2020-03-31,23981.74528000,6394.45000000,24464.72179200,6523.23000000,23707.77856000,6321.40000000,24041.71417600,6410.44000000,72337.59525900,72337.59525900
2020-03-30,22054.22720000,5880.50000000,24748.88960000,6599.00000000,21968.94310400,5857.76000000,23981.48275200,6394.38000000,118889.54999200,118889.54999200
2020-03-29,23389.93216000,6236.65000000,23500.00640000,6266.00000000,22001.94662400,5866.56000000,22057.67756800,5881.42000000,63311.62771400,63311.62771400
2020-03-28,23849.20614400,6359.11000000,23852.54400000,6360.00000000,22592.40960000,6024.00000000,23389.93216000,6236.65000000,93159.69342900,93159.69342900
2020-03-27,25267.45740800,6737.27000000,25662.44953600,6842.59000000,23481.25440000,6261.00000000,23849.20614400,6359.11000000,82914.96835400,82914.96835400
2020-03-26,25042.99596800,6677.42000000,25427.71200000,6780.00000000,24415.10400000,6510.00000000,25267.79494400,6737.36000000,83026.55521100,83026.55521100
2020-03-25,25295.28537600,6744.69000000,26095.13318400,6957.96000000,24190.08000000,6450.00000000,25043.03347200,6677.43000000,132155.73498900,132155.73498900
2020-03-24,24247.27360000,6465.25000000,25626.48320000,6833.00000000,23895.03603200,6371.33000000,25295.39788800,6744.72000000,151138.00987800,151138.00987800
2020-03-23,21812.51392000,5816.05000000,24752.64000000,6600.00000000,21332.27520000,5688.00000000,24254.99942400,6467.31000000,164674.21578500,164674.21578500
2020-03-22,23203.87481600,6187.04000000,24032.07564800,6407.87000000,21504.83110400,5734.01000000,21813.03897600,5816.19000000,119115.99052700,119115.99052700
2020-03-21,23269.61932800,6204.57000000,24216.25779200,6456.98000000,21977.41900800,5860.02000000,23203.64979200,6186.98000000,128913.66836300,128913.66836300
2020-03-20,23110.15232000,6162.05000000,25877.76000000,6900.00000000,21264.76800000,5670.00000000,23283.83334400,6208.36000000,219298.32951400,219298.32951400
2020-03-19,20226.88230400,5393.26000000,24002.56000000,6400.00000000,19699.08851200,5252.53000000,23111.35244800,6162.37000000,199020.87343900,199020.87343900
2020-03-18,19924.52505600,5312.64000000,20387.81196800,5436.17000000,18787.14124800,5009.37000000,20226.05721600,5393.04000000,137127.63489400,137127.63489400
2020-03-17,18860.23654400,5028.86000000,20720.96000000,5525.00000000,18457.40608000,4921.45000000,19924.52505600,5312.64000000,150089.92631800,150089.92631800
2020-03-16,20103.38163200,5360.33000000,20122.47116800,5365.42000000,16659.72684800,4442.12000000,18860.64908800,5028.97000000,227276.92276000,227276.92276000
2020-03-15,19398.86899200,5172.48000000,22277.37600000,5940.00000000,19101.16224000,5093.10000000,20107.01952000,5361.30000000,139916.14653400,139916.14653400
2020-03-14,20912.41792000,5576.05000000,21154.20620800,5640.52000000,18958.75955200,5055.13000000,19397.29382400,5172.06000000,136910.13597400,136910.13597400
2020-03-13,18001.95750400,4800.01000000,22333.63200000,5955.00000000,14184.50035200,3782.13000000,20921.98144000,5578.60000000,402201.67376400,402201.67376400
2020-03-12,29757.84883200,7934.58000000,29876.32396800,7966.17000000,16539.26400000,4410.00000000,18001.92000000,4800.00000000,261505.60865300,261505.60865300
2020-03-11,29607.79532800,7894.57000000,29928.19200000,7980.00000000,28465.53600000,7590.00000000,29757.62380800,7934.52000000,79942.41117200,79942.41117200
2020-03-10,29740.18444800,7929.87000000,30562.00960000,8149.00000000,28983.12870400,7728.01000000,29607.75782400,7894.56000000,86783.44387500,86783.44387500
2020-03-09,30133.56390400,8034.76000000,30675.68422400,8179.31000000,28623.09030400,7632.01000000,29740.18444800,7929.87000000,116968.86326800,116968.86326800
2020-03-08,33323.24160000,8885.25000000,33328.90470400,8886.76000000,30003.20000000,8000.00000000,30128.12582400,8033.31000000,77537.31516600,77537.31516600
2020-03-07,34244.48985600,9130.89000000,34458.67520000,9188.00000000,33134.78400000,8835.00000000,33328.52966400,8886.66000000,45422.20452500,45422.20452500
2020-03-06,33958.52185600,9054.64000000,34391.16800000,9170.00000000,33699.21920000,8985.50000000,34248.20275200,9131.88000000,43782.94804400,43782.94804400
2020-03-05,32819.71289600,8750.99000000,34351.48876800,9159.42000000,32803.02361600,8746.54000000,33958.67187200,9054.68000000,58201.86635500,58201.86635500
2020-03-04,32853.76652800,8760.07000000,33184.62681600,8848.29000000,32478.46400000,8660.00000000,32819.26284800,8750.87000000,38696.48257800,38696.48257800
2020-03-03,33420.48947200,8911.18000000,33452.25536000,8919.65000000,32444.71040000,8651.00000000,32853.76652800,8760.07000000,55154.99728200,55154.99728200
2020-03-02,31992.03712000,8530.30000000,33625.14880000,8965.75000000,31870.89920000,8498.00000000,33435.71609600,8915.24000000,60401.31773000,60401.31773000
2020-03-01,31966.94694400,8523.61000000,32816.00000000,8750.00000000,31544.61440000,8411.00000000,31997.96275200,8531.88000000,43892.20177900,43892.20177900
2020-02-29,32593.97632000,8690.80000000,32966.01600000,8790.00000000,31966.72192000,8523.55000000,31966.94694400,8523.61000000,36748.18303500,36748.18303500
2020-02-28,33090.71680000,8823.25000000,33378.56000000,8900.00000000,31672.12800000,8445.00000000,32601.88966400,8692.91000000,71155.20897700,71155.20897700
2020-02-27,32951.01440000,8786.00000000,33647.72620800,8971.77000000,31994.66240000,8531.00000000,33090.56678400,8823.21000000,72483.57876200,72483.57876200
2020-02-26,34940.52659200,9316.48000000,35169.15097600,9377.44000000,32379.56595200,8633.63000000,32948.20160000,8785.25000000,92130.34548200,92130.34548200
2020-02-25,36212.06220800,9655.52000000,36285.12000000,9675.00000000,34691.20000000,9250.00000000,34938.12633600,9315.84000000,54379.34455200,54379.34455200
2020-02-24,37265.47456000,9936.40000000,37466.49600000,9990.00000000,35529.63942400,9473.56000000,36214.34995200,9656.13000000,55796.59612000,55796.59612000
2020-02-23,36194.54784000,9650.85000000,37466.49600000,9990.00000000,36172.60800000,9645.00000000,37265.47456000,9936.40000000,37702.08984300,37702.08984300
2020-02-22,36292.80832000,9677.05000000,36413.27116800,9709.17000000,35853.89900800,9560.02000000,36194.58534400,9650.86000000,24636.75762300,24636.75762300
2020-02-21,35993.37638400,9597.21000000,36587.06470400,9755.51000000,35817.10758400,9550.21000000,36292.80832000,9677.05000000,42181.55452400,42181.55452400
2020-02-20,35983.77536000,9594.65000000,36375.12960000,9699.00000000,35253.76000000,9400.00000000,35990.41356800,9596.42000000,60152.34291400,60152.34291400
2020-02-19,38121.99091200,10164.78000000,38441.60000000,10250.00000000,35066.24000000,9350.00000000,35980.55001600,9593.79000000,55162.58689500,55162.58689500
2020-02-18,36401.38240000,9706.00000000,38441.60000000,10250.00000000,35913.86790400,9576.01000000,38121.72838400,10164.71000000,70604.12401900,70604.12401900
2020-02-17,37169.08928000,9910.70000000,37369.58566400,9964.16000000,35451.29356800,9452.67000000,36401.38240000,9706.00000000,70261.01190100,70261.01190100
2020-02-16,37145.68678400,9904.46000000,37691.52000000,10050.00000000,36146.80524800,9638.12000000,37193.72940800,9917.27000000,60023.99953700,60023.99953700
2020-02-15,38795.48774400,10344.36000000,38910.40000000,10375.00000000,36757.67040000,9801.00000000,37146.66188800,9904.72000000,57657.20294700,57657.20294700
2020-02-14,38358.26611200,10227.78000000,38935.00262400,10381.56000000,37921.68204800,10111.37000000,38795.48774400,10344.36000000,47038.48017300,47038.48017300
2020-02-13,38724.11763200,10325.33000000,39379.20000000,10500.00000000,37804.03200000,10080.00000000,38365.20435200,10229.63000000,79344.35875900,79344.35875900
2020-02-12,38340.63923200,10223.08000000,39191.68000000,10450.00000000,38340.63923200,10223.08000000,38728.35558400,10326.46000000,61008.06393000,61008.06393000
2020-02-11,36947.96569600,9851.74000000,38717.59193600,10323.59000000,36378.88000000,9700.00000000,38340.63923200,10223.08000000,62422.39522400,62422.39522400
