,1a. open (SAR),1b. open (USD),2a. high (SAR),2b. high (USD),3a. low (SAR),3b. low (USD),4a. close (SAR),4b. close (USD),5. volume,6. market cap (USD)
2020-02-10,38073.01068800,10151.72000000,38209.07520000,10188.00000000,36588.90240000,9756.00000000,36948.30323200,9851.83000000,59573.08461900,59573.08461900
2020-02-09,37110.35801600,9895.04000000,38126.56640000,10166.00000000,37056.76480000,9880.75000000,38073.12320000,10151.75000000,43408.47561600,43408.47561600
2020-02-08,36805.93804800,9813.87000000,37278.97600000,9940.00000000,36255.52934400,9667.11000000,37110.39552000,9895.05000000,43600.84366600,43600.84366600
2020-02-07,36648.90880000,9772.00000000,37072.70400000,9885.00000000,36491.39200000,9730.00000000,36805.41299200,9813.73000000,43966.11463200,43966.11463200
2020-02-06,36048.95731200,9612.03000000,36988.58252800,9862.57000000,35727.62304000,9526.35000000,36648.90880000,9772.00000000,64949.70658800,64949.70658800
2020-02-05,34492.50380800,9197.02000000,36545.58528000,9744.45000000,34418.24588800,9177.22000000,36048.99481600,9612.04000000,64870.41561500,64870.41561500
2020-02-04,34846.27904000,9291.35000000,35066.24000000,9350.00000000,34102.42470400,9093.01000000,34492.50380800,9197.02000000,53308.17526600,53308.17526600
2020-02-03,34997.19513600,9331.59000000,36074.31001600,9618.79000000,34631.19360000,9234.00000000,34849.61689600,9292.24000000,50892.13345100,50892.13345100
2020-02-02,35195.29126400,9384.41000000,35542.65331200,9477.03000000,34203.64800000,9120.00000000,34996.89510400,9331.51000000,45690.91254000,45690.91254000
2020-02-01,35072.65318400,9351.71000000,35495.77331200,9464.53000000,34807.46240000,9281.00000000,35196.04134400,9384.61000000,28578.06735400,28578.06735400
2020-01-31,35672.00460800,9511.52000000,35742.13708800,9530.22000000,34541.22150400,9210.01000000,35077.07865600,9352.89000000,45552.02235200,45552.02235200
2020-01-30,34884.60812800,9301.57000000,35921.33120000,9578.00000000,34520.33177600,9204.44000000,35678.34278400,9513.21000000,60626.74425900,60626.74425900
2020-01-29,35161.27513600,9375.34000000,35438.42969600,9449.24000000,34563.68640000,9216.00000000,34884.45811200,9301.53000000,53864.06512200,53864.06512200
2020-01-28,33406.95052800,8907.57000000,35253.76000000,9400.00000000,33237.54496000,8862.40000000,35157.03718400,9374.21000000,74584.85376500,74584.85376500
2020-01-27,32307.40825600,8614.39000000,33753.60000000,9000.00000000,32009.66400000,8535.00000000,33406.95052800,8907.57000000,53973.54299600,53973.54299600
2020-01-26,31278.37350400,8340.01000000,32321.43475200,8618.13000000,31104.54246400,8293.66000000,32309.69600000,8615.00000000,31130.48516400,31130.48516400
2020-01-25,31649.58809600,8438.99000000,31695.60550400,8451.26000000,30959.17696000,8254.90000000,31280.51123200,8340.58000000,25521.15793200,25521.15793200
2020-01-24,31520.31180800,8404.52000000,31983.48620800,8528.02000000,30895.79520000,8238.00000000,31649.62560000,8439.00000000,41687.52952900,41687.52952900
2020-01-23,32563.86060800,8682.77000000,32597.76422400,8691.81000000,31152.28505600,8306.39000000,31520.31180800,8404.52000000,48165.94459700,48165.94459700
2020-01-22,32763.64441600,8736.04000000,33071.02720000,8818.00000000,32215.93600000,8590.00000000,32562.32294400,8682.36000000,29080.55713800,29080.55713800
2020-01-21,32412.26944000,8642.35000000,32962.26560000,8789.00000000,31833.39520000,8488.00000000,32763.60691200,8736.03000000,36494.68765900,36494.68765900
2020-01-20,32634.93068800,8701.72000000,32804.71129600,8746.99000000,31958.20851200,8521.28000000,32412.26944000,8642.35000000,38896.63974600,38896.63974600
2020-01-19,33435.15353600,8915.09000000,34499.85459200,9198.98000000,31750.88640000,8466.00000000,32634.85568000,8701.70000000,70676.88925900,70676.88925900
2020-01-18,33428.32780800,8913.27000000,33711.89555200,8988.88000000,33027.44755200,8806.38000000,33438.41638400,8915.96000000,38294.74654500,38294.74654500
2020-01-17,32704.05056000,8720.15000000,33909.80416000,9041.65000000,32525.11897600,8672.44000000,33428.36531200,8913.28000000,70897.73737700,70897.73737700
2020-01-16,33078.56550400,8820.01000000,33227.83142400,8859.81000000,32200.93440000,8586.00000000,32703.52550400,8720.01000000,51991.07428400,51991.07428400
2020-01-15,33058.42585600,8814.64000000,33440.36659200,8916.48000000,32118.42560000,8564.00000000,33083.81606400,8821.41000000,84816.29760600,84816.29760600
2020-01-14,30417.01913600,8110.34000000,33303.55200000,8880.00000000,30399.01721600,8105.54000000,33041.06150400,8810.01000000,120399.12674200,120399.12674200
2020-01-13,30696.91148800,8184.97000000,30738.27840000,8196.00000000,30212.80985600,8055.89000000,30417.01913600,8110.34000000,31159.75568300,31159.75568300
2020-01-12,30078.24550400,8020.01000000,30742.02880000,8197.00000000,29853.18400000,7960.00000000,30696.94899200,8184.98000000,38131.49433600,38131.49433600
2020-01-11,30749.00454400,8198.86000000,31077.08953600,8286.34000000,30015.05126400,8003.16000000,30078.24550400,8020.01000000,54810.03266700,54810.03266700
2020-01-10,29319.65209600,7817.74000000,30749.52960000,8199.00000000,28773.06880000,7672.00000000,30742.10380800,8197.02000000,82406.77744800,82406.77744800
2020-01-09,30208.42188800,8054.72000000,30213.07238400,8055.96000000,29065.60000000,7750.00000000,29319.72710400,7817.76000000,64239.51983000,64239.51983000
2020-01-08,30550.45836800,8145.92000000,31709.63200000,8455.00000000,29515.64800000,7870.00000000,30213.14739200,8055.98000000,112622.64264000,112622.64264000
2020-01-07,29098.97856000,7758.90000000,30782.08307200,8207.68000000,28967.00198400,7723.71000000,30548.05811200,8145.28000000,91171.68466100,91171.68466100
2020-01-06,27594.09305600,7357.64000000,29235.64313600,7795.34000000,27553.28870400,7346.76000000,29095.60320000,7758.00000000,54635.69531600,54635.69531600
2020-01-05,27581.15417600,7354.19000000,28109.24800000,7495.00000000,27445.42720000,7318.00000000,27598.25600000,7358.75000000,38331.08560400,38331.08560400
2020-01-04,27546.68800000,7345.00000000,27767.96160000,7404.00000000,27273.69638400,7272.21000000,27580.85414400,7354.11000000,29987.97497700,29987.97497700
2020-01-03,26123.37369600,6965.49000000,27771.71200000,7405.00000000,25769.14841600,6871.04000000,27546.53798400,7344.96000000,68428.50045100,68428.50045100
2020-01-02,27005.76780800,7200.77000000,27049.76000000,7212.50000000,25970.54489600,6924.74000000,26124.19878400,6965.71000000,31951.48393200,31951.48393200
2020-01-01,26985.02809600,7195.24000000,27209.15200000,7255.00000000,26909.68256000,7175.15000000,27006.06784000,7200.85000000,16792.38816500,16792.38816500
2019-12-31,27175.39840000,7246.00000000,27452.92800000,7320.00000000,26796.64550400,7145.01000000,26984.99059200,7195.23000000,25954.45353300,25954.45353300
2019-12-30,27709.56787200,7388.43000000,27783.86329600,7408.24000000,27077.88800000,7220.00000000,27175.39840000,7246.00000000,29605.91178200,29605.91178200
2019-12-29,27435.52614400,7315.36000000,28234.69888000,7528.45000000,27332.91520000,7288.00000000,27708.85529600,7388.24000000,31387.10608500,31387.10608500
2019-12-28,27208.28940800,7254.77000000,27621.73350400,7365.01000000,27147.90796800,7238.67000000,27438.45145600,7316.14000000,26848.98219900,26848.98219900
2019-12-27,27010.38080000,7202.00000000,27287.38534400,7275.86000000,26539.40556800,7076.42000000,27208.17689600,7254.74000000,33642.70186100,33642.70186100
2019-12-26,27021.66950400,7205.01000000,27884.22400000,7435.00000000,26842.06284800,7157.12000000,27010.38080000,7202.00000000,36259.76107600,36259.76107600
2019-12-25,27212.03980800,7255.77000000,27272.04620800,7271.77000000,26736.07654400,7128.86000000,27020.24435200,7204.63000000,27492.04432300,27492.04432300
2019-12-24,27442.80192000,7317.30000000,27890.52467200,7436.68000000,26841.76281600,7157.04000000,27212.03980800,7255.77000000,43629.49418800,43629.49418800
2019-12-23,28130.66278400,7500.71000000,28860.75315200,7695.38000000,27249.80633600,7265.84000000,27442.01433600,7317.09000000,68051.99720300,68051.99720300
2019-12-22,26746.31513600,7131.59000000,28197.53241600,7518.54000000,26712.11148800,7122.47000000,28133.40057600,7501.44000000,39137.45515000,39137.45515000
2019-12-21,26957.91270400,7188.01000000,26967.55123200,7190.58000000,26646.59200000,7105.00000000,26750.66560000,7132.75000000,19467.17402800,19467.17402800
2019-12-20,26820.27302400,7151.31000000,27077.88800000,7220.00000000,26550.95680000,7079.50000000,26957.23763200,7187.83000000,32132.06920500,32132.06920500
2019-12-19,27294.77363200,7277.83000000,27677.95200000,7380.00000000,26396.47782400,7038.31000000,26816.48512000,7150.30000000,55509.04907500,55509.04907500
2019-12-18,24842.04953600,6623.84000000,27902.97600000,7440.00000000,24133.82400000,6435.00000000,27294.77363200,7277.83000000,95636.65125100,95636.65125100
2019-12-17,25845.65657600,6891.44000000,26036.06438400,6942.21000000,24602.62400000,6560.00000000,24841.97452800,6623.82000000,53865.06992900,53865.06992900
2019-12-16,26701.34784000,7119.60000000,26815.36000000,7150.00000000,25637.73440000,6836.00000000,25846.70668800,6891.72000000,43863.99305900,43863.99305900
2019-12-15,26493.35065600,7064.14000000,27004.00512000,7200.30000000,26284.11584000,7008.35000000,26697.55993600,7118.59000000,26395.77813700,26395.77813700
2019-12-14,27218.04044800,7257.37000000,27272.04620800,7271.77000000,26297.80480000,7012.00000000,26493.01312000,7064.05000000,29561.98596700,29561.98596700
2019-12-13,26994.47910400,7197.76000000,27411.86112000,7309.05000000,26968.22630400,7190.76000000,27222.20339200,7258.48000000,27609.87379500,27609.87379500
2019-12-12,27040.38400000,7210.00000000,27359.16800000,7295.00000000,26553.95712000,7080.30000000,26995.67923200,7198.08000000,42288.60093200,42288.60093200
2019-12-11,27093.45216000,7224.15000000,27286.03520000,7275.50000000,26724.07526400,7125.66000000,27040.38400000,7210.00000000,30093.09194400,30093.09194400
2019-12-10,27522.83545600,7338.64000000,27781.46304000,7407.60000000,26841.98784000,7157.10000000,27093.37715200,7224.13000000,49723.76214000,49723.76214000
2019-12-09,28165.91654400,7510.11000000,28690.56000000,7650.00000000,27276.65920000,7273.00000000,27522.83545600,7338.64000000,46621.88749300,46621.88749300
2019-12-08,28080.40742400,7487.31000000,28368.02560000,7564.00000000,27658.67494400,7374.86000000,28165.91654400,7510.11000000,29856.89763100,29856.89763100
2019-12-07,28232.26112000,7527.80000000,28576.62284800,7619.62000000,28016.08806400,7470.16000000,28083.78278400,7488.21000000,31498.68417300,31498.68417300
2019-12-06,27711.70560000,7389.00000000,28465.64851200,7590.03000000,27396.67200000,7305.00000000,28231.02348800,7527.47000000,48189.08794400,48189.08794400
2019-12-05,26982.59033600,7194.59000000,28071.74400000,7485.00000000,26815.36000000,7150.00000000,27711.70560000,7389.00000000,59306.67885500,59306.67885500
2019-12-04,27350.57958400,7292.71000000,29065.60000000,7750.00000000,26504.07680000,7067.00000000,26981.57772800,7194.32000000,83147.14914200,83147.14914200
2019-12-03,27356.99276800,7294.42000000,27752.96000000,7400.00000000,27157.95904000,7241.35000000,27350.57958400,7292.71000000,33149.47748700,33149.47748700
2019-12-02,27721.08160000,7391.50000000,27830.06822400,7420.56000000,26819.48544000,7151.10000000,27356.46771200,7294.28000000,46330.25604000,46330.25604000
2019-12-01,28280.37875200,7540.63000000,28284.95424000,7541.85000000,27040.38400000,7210.00000000,27718.79385600,7390.89000000,60769.34231300,60769.34231300
2019-11-30,29031.80889600,7740.99000000,29290.62400000,7810.00000000,27906.72640000,7441.00000000,28285.10425600,7541.89000000,46989.43361900,46989.43361900
2019-11-29,27822.41740800,7418.52000000,29440.64000000,7850.00000000,27611.56992000,7362.30000000,29026.89587200,7739.68000000,60745.30087300,60745.30087300
2019-11-28,28157.62816000,7507.90000000,28664.30720000,7643.00000000,27602.94400000,7360.00000000,27826.05529600,7419.49000000,56933.98110900,56933.98110900
2019-11-27,26833.17440000,7154.75000000,28709.31200000,7655.00000000,25652.73600000,6840.00000000,28159.95340800,7508.52000000,92452.87349000,92452.87349000
2019-11-26,26665.30649600,7109.99000000,27527.93600000,7340.00000000,26318.35699200,7017.48000000,26838.38745600,7156.14000000,65722.39769000,65722.39769000
2019-11-25,25878.62259200,6900.23000000,27669.28857600,7377.69000000,24433.85600000,6515.00000000,26663.73132800,7109.57000000,119645.73519700,119645.73519700
2019-11-24,27419.54944000,7311.10000000,27491.89465600,7330.39000000,25731.49440000,6861.00000000,25890.06131200,6903.28000000,67890.20648300,67890.20648300
2019-11-23,27258.76979200,7268.23000000,27544.73779200,7344.48000000,26552.86950400,7080.01000000,27421.31212800,7311.57000000,50449.89475500,50449.89475500
2019-11-22,28607.26361600,7627.79000000,29065.60000000,7750.00000000,25465.21600000,6790.00000000,27258.76979200,7268.23000000,126603.14025900,126603.14025900
2019-11-21,30372.83942400,8098.56000000,30508.49139200,8134.73000000,28128.00000000,7500.00000000,28607.07609600,7627.74000000,58418.78026100,58418.78026100
2019-11-20,30505.11603200,8133.83000000,30994.39321600,8264.29000000,30147.21536000,8038.40000000,30370.77670400,8098.01000000,32466.23098000,32466.23098000
2019-11-19,30702.64960000,8186.50000000,30823.14995200,8218.63000000,30014.45120000,8003.00000000,30504.40345600,8133.64000000,43556.06102500,43556.06102500
2019-11-18,31889.16364800,8502.87000000,31891.60140800,8503.52000000,30228.22400000,8060.00000000,30705.16236800,8187.17000000,43017.69094000,43017.69094000
2019-11-17,31843.67129600,8490.74000000,32384.70400000,8635.00000000,31318.39027200,8350.68000000,31887.40096000,8502.40000000,27009.03708200,27009.03708200
2019-11-16,31771.96364800,8471.62000000,32039.66720000,8543.00000000,31503.36000000,8400.00000000,31844.72140800,8491.02000000,20902.29975200,20902.29975200
2019-11-15,32427.38355200,8646.38000000,32966.01600000,8790.00000000,31503.36000000,8400.00000000,31772.37619200,8471.73000000,46087.41775100,46087.41775100
2019-11-14,32919.28601600,8777.54000000,33003.52000000,8800.00000000,32188.18304000,8582.60000000,32428.50867200,8646.68000000,33468.46896100,33468.46896100
2019-11-13,33085.69126400,8821.91000000,33172.25049600,8844.99000000,32635.98080000,8702.00000000,32917.71084800,8777.12000000,26810.11691800,26810.11691800
2019-11-12,32753.59334400,8733.36000000,33333.55520000,8888.00000000,32131.92704000,8567.60000000,33085.80377600,8821.94000000,40366.62947100,40366.62947100
2019-11-11,33904.21606400,9040.16000000,34024.82892800,9072.32000000,32323.49747200,8618.68000000,32753.25580800,8733.27000000,44888.05354500,44888.05354500
2019-11-10,33037.94867200,8809.18000000,34305.62137600,9147.19000000,32816.00000000,8750.00000000,33901.62828800,9039.47000000,34422.02979700,34422.02979700
2019-11-09,32905.03449600,8773.74000000,33303.55200000,8880.00000000,32721.78995200,8724.88000000,33038.81126400,8809.41000000,29469.48140500,29469.48140500
2019-11-08,34556.18560000,9214.00000000,34732.45440000,9261.00000000,32613.47840000,8696.00000000,32904.99699200,8773.73000000,62107.28924300,62107.28924300
2019-11-07,35025.58566400,9339.16000000,35160.00000000,9375.00000000,34132.39040000,9101.00000000,34564.43648000,9216.20000000,39117.47085300,39117.47085300
2019-11-06,34907.71059200,9307.73000000,35407.18886400,9440.91000000,34691.23750400,9250.01000000,35025.17312000,9339.05000000,37336.17037200,37336.17037200
2019-11-05,35225.25696000,9392.40000000,35459.84448000,9454.95000000,34412.77030400,9175.76000000,34911.19846400,9308.66000000,45935.87366500,45935.87366500
2019-11-04,34490.40358400,9196.46000000,35680.10547200,9513.68000000,34188.04633600,9115.84000000,35228.81984000,9393.35000000,45894.45627700,45894.45627700
2019-11-03,34840.65344000,9289.85000000,35113.38252800,9362.57000000,34001.65145600,9066.14000000,34483.84038400,9194.71000000,27894.37827900,27894.37827900
2019-11-02,34621.44256000,9231.40000000,35155.27449600,9373.74000000,34451.96198400,9186.21000000,34839.41580800,9289.52000000,28923.06082800,28923.06082800
2019-11-01,34281.88134400,9140.86000000,34799.96160000,9279.00000000,33866.11200000,9030.00000000,34622.23014400,9231.61000000,43594.81411500,43594.81411500
2019-10-31,34331.23660800,9154.02000000,35272.51200000,9405.00000000,33427.31520000,8913.00000000,34281.84384000,9140.85000000,54376.02490200,54376.02490200
2019-10-30,35282.33804800,9407.62000000,35290.66393600,9409.84000000,33757.38790400,9001.01000000,34333.86188800,9154.72000000,55241.78643400,55241.78643400
2019-10-29,34520.36928000,9204.45000000,35816.32000000,9550.00000000,34023.62880000,9072.00000000,35282.33804800,9407.62000000,64158.46244600,64158.46244600
2019-10-28,35734.67379200,9528.23000000,37136.83584000,9902.10000000,34353.66400000,9160.00000000,34522.95705600,9205.14000000,80174.21732300,80174.21732300
2019-10-27,34616.19200000,9230.00000000,36735.09299200,9794.98000000,34032.40473600,9074.34000000,35741.04947200,9529.93000000,93833.54160400,93833.54160400
2019-10-26,32463.01235200,8655.88000000,38891.64800000,10370.00000000,31767.31315200,8470.38000000,34616.19200000,9230.00000000,162588.58541300,162588.58541300
2019-10-25,27799.50246400,7412.41000000,32999.76960000,8799.00000000,27606.69440000,7361.00000000,32459.78700800,8655.02000000,90748.21817400,90748.21817400
2019-10-24,28009.74988800,7468.47000000,28141.80147200,7503.68000000,27520.39769600,7337.99000000,27799.50246400,7412.41000000,32714.38326500,32714.38326500
2019-10-23,30078.43302400,8020.06000000,30181.68153600,8047.59000000,27377.92000000,7300.00000000,28002.81164800,7466.62000000,63897.45709800,63897.45709800
2019-10-22,30743.07891200,8197.28000000,31120.78169600,8297.99000000,30003.20000000,8000.00000000,30078.20800000,8020.00000000,34651.82866300,34651.82866300
2019-10-21,30840.85184000,8223.35000000,31252.08320000,8333.00000000,30535.86931200,8142.03000000,30743.04140800,8197.27000000,30448.67953900,30448.67953900
2019-10-20,29815.19244800,7949.87000000,31117.06880000,8297.00000000,29515.64800000,7870.00000000,30840.85184000,8223.35000000,34286.45265400,34286.45265400
2019-10-19,29804.01625600,7946.89000000,30371.11424000,8098.10000000,29504.09676800,7866.92000000,29808.21670400,7948.01000000,26627.88938800,26627.88938800
2019-10-18,30268.39078400,8070.71000000,30434.49600000,8115.00000000,29313.16390400,7816.01000000,29804.46630400,7947.01000000,31353.18141600,31353.18141600
2019-10-17,29984.52300800,7995.02000000,30471.69996800,8124.92000000,29737.03411200,7929.03000000,30267.90323200,8070.58000000,29656.94915800,29656.94915800
2019-10-16,30600.63872000,8159.30000000,30682.62246400,8181.16000000,29691.91680000,7917.00000000,29972.22169600,7991.74000000,34733.59396600,34733.59396600
2019-10-15,31304.06374400,8346.86000000,31514.61120000,8403.00000000,30340.73600000,8090.00000000,30600.60121600,8159.29000000,32773.06247600,32773.06247600
2019-10-14,31035.46009600,8275.24000000,31461.54304000,8388.85000000,30764.53120000,8203.00000000,31309.08928000,8348.20000000,29810.66325300,29810.66325300
2019-10-13,31135.74579200,8301.98000000,31696.01804800,8451.37000000,30603.26400000,8160.00000000,31034.59750400,8275.01000000,27840.73995300,27840.73995300
2019-10-12,30970.61568000,8257.95000000,31503.36000000,8400.00000000,30940.80000000,8250.00000000,31128.65753600,8300.09000000,21339.33409800,21339.33409800
2019-10-11,32095.24812800,8557.82000000,32926.67430400,8779.51000000,30799.70995200,8212.38000000,30972.67840000,8258.50000000,50405.28441800,50405.28441800
2019-10-10,32111.48736000,8562.15000000,32418.45760000,8644.00000000,31557.81580800,8414.52000000,32096.03571200,8558.03000000,39137.94616700,39137.94616700
2019-10-09,30643.73081600,8170.79000000,32515.96800000,8670.00000000,30434.49600000,8115.00000000,32106.19929600,8560.74000000,55038.70437800,55038.70437800
2019-10-08,30718.85132800,8190.82000000,31222.08000000,8325.00000000,30336.04800000,8088.75000000,30634.72985600,8168.39000000,35452.65742300,35452.65742300
2019-10-07,29460.51712000,7855.30000000,31128.01996800,8299.92000000,29110.60480000,7762.00000000,30716.11353600,8190.09000000,52202.07229700,52202.07229700
2019-10-06,30481.56352000,8127.55000000,30580.27404800,8153.87000000,29196.86400000,7785.00000000,29456.57920000,7854.25000000,34676.10404900,34676.10404900
2019-10-05,30517.34233600,8137.09000000,30691.06086400,8183.41000000,30051.88019200,8012.98000000,30476.46297600,8126.19000000,21907.61556400,21907.61556400
2019-10-04,30844.90227200,8224.43000000,30874.83046400,8232.41000000,30021.95200000,8005.00000000,30517.49235200,8137.13000000,26476.33040400,26476.33040400
2019-10-03,31353.34400000,8360.00000000,31477.10720000,8393.00000000,30228.22400000,8060.00000000,30843.13958400,8223.96000000,30488.28405800,30488.28405800
2019-10-02,31100.82956800,8292.67000000,31405.51206400,8373.91000000,30570.33548800,8151.22000000,31353.11897600,8359.94000000,26243.38664400,26243.38664400
2019-10-01,31090.70348800,8289.97000000,31878.40000000,8500.00000000,30652.20672000,8173.05000000,31099.96697600,8292.44000000,43472.41809100,43472.41809100
2019-09-30,30164.61721600,8043.04000000,31268.05990400,8337.26000000,28915.58400000,7710.00000000,31088.34073600,8289.34000000,55865.48726000,55865.48726000
2019-09-29,30750.95475200,8199.38000000,30862.52915200,8229.13000000,29590.65600000,7890.00000000,30167.54252800,8043.82000000,31544.21138800,31544.21138800
2019-09-28,30668.78348800,8177.47000000,31184.57600000,8315.00000000,30007.28793600,8001.09000000,30748.81702400,8198.81000000,34473.60516500,34473.60516500
2019-09-27,30241.31289600,8063.49000000,30997.05600000,8265.00000000,29448.70336000,7852.15000000,30670.43366400,8177.91000000,43882.92462500,43882.92462500
2019-09-26,31616.05952000,8430.05000000,31750.84889600,8465.99000000,29065.60000000,7750.00000000,30242.21299200,8063.73000000,67930.85374900,67930.85374900
2019-09-25,31869.21152000,8497.55000000,32740.99200000,8730.00000000,30811.93625600,8215.64000000,31616.05952000,8430.05000000,60783.89225800,60783.89225800
2019-09-24,36387.13088000,9702.20000000,36735.13049600,9794.99000000,29253.12000000,7800.00000000,31852.67225600,8493.14000000,94007.34520300,94007.34520300
2019-09-23,37609.19872000,10028.05000000,37691.48249600,10049.99000000,36062.98380800,9615.77000000,36387.31840000,9702.25000000,31937.23235600,31937.23235600
2019-09-22,37448.30656000,9985.15000000,37837.78560000,10089.00000000,36956.32908800,9853.97000000,37612.27404800,10028.87000000,22049.27525600,22049.27525600
2019-09-21,38133.76716800,10167.92000000,38166.69568000,10176.70000000,37128.96000000,9900.00000000,37452.95705600,9986.39000000,20544.17519600,20544.17519600
2019-09-20,38417.97248000,10243.70000000,38557.86240000,10281.00000000,37734.23705600,10061.39000000,38136.27993600,10168.59000000,25088.49106900,25088.49106900
2019-09-19,38090.60006400,10156.41000000,38722.88000000,10325.00000000,36202.61120000,9653.00000000,38420.18521600,10244.29000000,44826.28257900,44826.28257900
2019-09-18,38207.12499200,10187.48000000,38471.67820800,10258.02000000,37879.04000000,10100.00000000,38092.77529600,10156.99000000,24250.24930300,24250.24930300
2019-09-17,38440.39987200,10249.68000000,38535.36000000,10275.00000000,37984.08870400,10128.01000000,38208.40012800,10187.82000000,22914.32456300,22914.32456300
2019-09-16,38641.64633600,10303.34000000,38835.39200000,10355.00000000,37796.53120000,10078.00000000,38446.51302400,10251.31000000,28971.40165700,28971.40165700
2019-09-15,38752.17062400,10332.81000000,38854.14400000,10360.00000000,38449.66336000,10252.15000000,38636.65830400,10302.01000000,18047.65401300,18047.65401300
2019-09-14,38794.62515200,10344.13000000,39079.13049600,10419.99000000,38337.82643200,10222.33000000,38760.45900800,10335.02000000,23621.53351900,23621.53351900
2019-09-13,39060.45350400,10415.01000000,39150.42560000,10439.00000000,38077.81120000,10153.00000000,38786.86182400,10342.06000000,30280.33977600,30280.33977600
2019-09-12,38099.37600000,10158.75000000,39187.21702400,10448.81000000,37654.01600000,10040.00000000,39060.45350400,10415.01000000,34511.16275500,34511.16275500
2019-09-11,37872.25177600,10098.19000000,38602.86720000,10293.00000000,37053.95200000,9880.00000000,38097.80083200,10158.33000000,31953.82456200,31953.82456200
2019-09-10,38638.79603200,10302.58000000,38947.86649600,10384.99000000,37327.73120000,9953.00000000,37872.10176000,10098.15000000,28915.41222500,28915.41222500
2019-09-09,38933.80249600,10381.24000000,39304.19200000,10480.00000000,37760.90240000,10068.50000000,38640.82124800,10303.12000000,39835.72760800,39835.72760800
2019-09-08,39213.80736000,10455.90000000,39726.11200000,10592.50000000,38284.08320000,10208.00000000,38933.57747200,10381.18000000,23984.67201800,23984.67201800
2019-09-07,38624.28198400,10298.71000000,39596.72320000,10558.00000000,38586.25292800,10288.57000000,39213.73235200,10455.88000000,27637.87739200,27637.87739200
2019-09-06,39615.96275200,10563.13000000,40901.37484800,10905.87000000,38066.56000000,10150.00000000,38624.35699200,10298.73000000,58799.64095900,58799.64095900
2019-09-05,39626.42636800,10565.92000000,40879.36000000,10900.00000000,39191.68000000,10450.00000000,39621.06329600,10564.49000000,33970.96063900,33970.96063900
2019-09-04,39798.68224000,10611.85000000,40500.56960000,10799.00000000,38891.23545600,10369.89000000,39630.55180800,10567.02000000,43943.88902600,43943.88902600
2019-09-03,38779.13600000,10340.00000000,40403.05920000,10773.00000000,38524.10880000,10272.00000000,39811.54611200,10615.28000000,47998.37678100,47998.37678100
2019-09-02,36467.35193600,9723.59000000,39191.68000000,10450.00000000,36425.76000000,9712.50000000,38779.13600000,10340.00000000,44740.24809300,44740.24809300
2019-09-01,35961.61049600,9588.74000000,36866.43200000,9830.00000000,35703.80800000,9520.00000000,36472.56499200,9724.98000000,19545.40484300,19545.40484300
2019-08-31,35939.18310400,9582.76000000,36320.78630400,9684.51000000,35331.58080000,9420.75000000,35956.84748800,9587.47000000,17130.29007400,17130.29007400
2019-08-30,35625.08710400,9499.01000000,36363.87840000,9696.00000000,35067.77766400,9350.41000000,35945.85881600,9584.54000000,26834.31810400,26834.31810400
2019-08-29,36457.63840000,9721.00000000,36468.88960000,9724.00000000,34953.72800000,9320.00000000,35622.94937600,9498.44000000,35532.69491000,35532.69491000
2019-08-28,38200.41177600,10185.69000000,38625.36960000,10299.00000000,36007.62790400,9601.01000000,36457.63840000,9721.00000000,42110.55537500,42110.55537500
2019-08-27,38905.14944000,10373.60000000,38970.70643200,10391.08000000,37695.57043200,10051.08000000,38198.01152000,10185.05000000,28402.77538300,28402.77538300
2019-08-26,38039.14457600,10142.69000000,39769.24160000,10604.00000000,38021.29267200,10137.93000000,38900.08640000,10372.25000000,41687.51159900,41687.51159900
2019-08-25,38008.84134400,10134.61000000,38752.88320000,10333.00000000,37155.10028800,9906.97000000,38039.14457600,10142.69000000,26271.65739800,26271.65739800
2019-08-24,38959.75526400,10388.16000000,39076.99276800,10419.42000000,37091.45600000,9890.00000000,38007.86624000,10134.35000000,27692.45684400,27692.45684400
2019-08-23,37878.66496000,10099.90000000,39172.92800000,10445.00000000,37578.22041600,10019.79000000,38964.96832000,10389.55000000,27550.33617300,27550.33617300
2019-08-22,38032.13132800,10140.82000000,38411.59680000,10242.00000000,36611.40480000,9762.00000000,37878.58995200,10099.88000000,34059.64273800,34059.64273800
2019-08-21,40356.21670400,10760.51000000,40519.80915200,10804.13000000,36971.44320000,9858.00000000,38038.69452800,10142.57000000,47355.71928200,47355.71928200
2019-08-20,40934.60339200,10914.73000000,41066.72998400,10949.96000000,39604.22400000,10560.00000000,40356.21670400,10760.51000000,32298.92167900,32298.92167900
2019-08-19,38652.25996800,10306.17000000,40991.87200000,10930.00000000,38473.85344000,10258.60000000,40937.64121600,10915.54000000,37243.31921700,37243.31921700
2019-08-18,38314.27392000,10216.05000000,39379.20000000,10500.00000000,37804.03200000,10080.00000000,38654.54771200,10306.78000000,24085.39517200,24085.39517200
2019-08-17,38745.94496000,10331.15000000,39248.46105600,10465.14000000,37504.00000000,10000.00000000,38314.16140800,10216.02000000,29000.58120100,29000.58120100
2019-08-16,38617.00620800,10296.77000000,39514.32691200,10536.03000000,36566.40000000,9750.00000000,38747.40761600,10331.54000000,51758.14291800,51758.14291800
2019-08-15,37710.87206400,10055.16000000,39229.18400000,10460.00000000,37170.21440000,9911.00000000,38606.35507200,10293.93000000,38174.45112000,38174.45112000
